result_fact_id,student_key,course_key,academic_period_key,assessment_key,grade_key,assessment_score,final_mark,source_system
680,28,1,1,4,5,,2.0,
681,112,1,1,5,4,50.0,52.0,
682,135,1,1,5,5,100.0,38.0,
683,102,1,1,5,5,0.0,2.0,
684,7,1,1,5,22,75.0,46.0,
685,111,1,1,5,22,100.0,45.0,
686,160,1,1,5,5,,5.0,
687,62,1,1,5,22,95.0,48.0,
688,57,1,1,5,22,,47.0,
689,33,1,1,5,22,90.0,49.0,
690,154,1,1,5,5,,1.0,
691,148,1,1,5,5,,24.0,
692,147,1,1,5,5,75.0,25.0,
693,41,1,1,5,5,50.0,15.0,
694,49,1,1,5,5,,26.0,
695,110,1,1,5,5,70.0,22.0,
696,5,1,1,5,1,100.0,86.0,
697,106,1,1,5,5,0.0,33.0,
698,83,1,1,5,5,100.0,30.0,
699,15,1,1,5,4,100.0,59.0,
700,23,1,1,5,1,80.0,83.0,
701,87,1,1,5,7,0.0,41.0,
702,78,1,1,5,5,50.0,39.0,
703,77,1,1,5,4,50.0,50.0,
704,155,1,1,5,5,,0.0,
705,17,1,1,5,5,,5.0,
706,8,1,1,5,22,70.0,46.0,
707,152,1,1,5,5,0.0,11.0,
708,38,1,1,5,22,90.0,45.0,
709,142,1,1,5,2,90.0,71.0,
710,121,1,1,5,5,50.0,25.0,
711,136,1,1,5,4,70.0,56.0,
712,151,1,1,5,5,,10.0,
713,100,1,1,5,5,50.0,10.0,
714,164,1,1,5,5,,0.0,
715,43,1,1,5,7,100.0,43.0,
716,137,1,1,5,5,100.0,37.0,
717,128,1,1,5,5,,30.0,
718,40,1,1,5,5,60.0,34.0,
719,93,1,1,5,5,40.0,33.0,
720,25,1,1,5,7,90.0,40.0,
721,169,1,1,5,5,,0.0,
722,52,1,1,5,3,80.0,62.0,
723,95,1,1,5,9,35.0,,
724,56,1,1,5,3,90.0,60.0,
725,89,1,1,5,5,0.0,9.0,
726,91,1,1,5,2,80.0,72.0,
727,26,1,1,5,5,50.0,18.0,
728,75,1,1,5,4,60.0,55.0,
729,53,1,1,5,5,80.0,37.0,
730,156,1,1,5,7,50.0,42.0,
731,145,1,1,5,5,80.0,17.0,
732,153,1,1,5,5,50.0,26.0,
733,127,1,1,5,5,10.0,23.0,
734,55,1,1,5,5,,22.0,
735,63,1,1,5,22,90.0,46.0,
736,80,1,1,5,3,80.0,67.0,
737,48,1,1,5,22,80.0,48.0,
738,166,1,1,5,5,,0.0,
739,103,1,1,5,2,100.0,74.0,
740,149,1,1,5,3,100.0,60.0,
741,146,1,1,5,5,,22.0,
742,122,1,1,5,3,100.0,64.0,
743,90,1,1,5,2,100.0,73.0,
744,105,1,1,5,5,65.0,36.0,
745,11,1,1,5,5,100.0,33.0,
746,73,1,1,5,5,,11.0,
747,34,1,1,5,7,20.0,44.0,
748,131,1,1,5,1,100.0,82.0,
749,18,1,1,5,5,,0.0,
750,39,1,1,5,2,100.0,70.0,
751,27,1,1,5,5,60.0,24.0,
752,133,1,1,5,5,,10.0,
753,67,1,1,5,2,100.0,70.0,
754,13,1,1,5,2,100.0,76.0,
755,114,1,1,5,3,60.0,68.0,
756,3,1,1,5,9,10.0,,
757,29,1,1,5,4,70.0,59.0,
758,97,1,1,5,7,,44.0,
759,60,1,1,5,3,99.0,65.0,
760,82,1,1,5,2,80.0,73.0,
761,167,1,1,5,5,,0.0,
762,68,1,1,5,7,70.0,44.0,
763,58,1,1,5,5,0.0,20.0,
764,126,1,1,5,4,40.0,53.0,
765,6,1,1,5,9,100.0,,
766,20,1,1,5,5,,34.0,
767,85,1,1,5,5,100.0,21.0,
768,54,1,1,5,7,80.0,41.0,
769,108,1,1,5,4,80.0,57.0,
770,143,1,1,5,5,,13.0,
771,30,1,1,5,5,,17.0,
772,170,1,1,5,5,,0.0,
773,19,1,1,5,1,70.0,83.0,
774,71,1,1,5,5,,30.0,
775,119,1,1,5,4,10.0,50.0,
776,42,1,1,5,3,100.0,62.0,
777,117,1,1,5,1,100.0,82.0,
778,76,1,1,5,4,20.0,53.0,
779,24,1,1,5,7,,40.0,
780,72,1,1,5,3,80.0,66.0,
781,66,1,1,5,22,75.0,46.0,
782,124,1,1,5,2,75.0,72.0,
783,125,1,1,5,2,70.0,75.0,
784,81,1,1,5,5,10.0,25.0,
785,162,1,1,5,5,70.0,7.0,
786,99,1,1,5,3,95.0,60.0,
787,65,1,1,5,4,90.0,58.0,
788,163,1,1,5,5,100.0,11.0,
789,107,1,1,5,4,90.0,53.0,
790,134,1,1,5,5,,27.0,
791,2,1,1,5,7,100.0,41.0,
792,139,1,1,5,5,80.0,33.0,
793,123,1,1,5,5,40.0,18.0,
794,36,1,1,5,4,85.0,56.0,
795,118,1,1,5,3,30.0,64.0,
796,70,1,1,5,1,100.0,85.0,
797,144,1,1,5,4,,58.0,
798,104,1,1,5,2,85.0,72.0,
799,159,1,1,5,5,,5.0,
800,10,1,1,5,5,95.0,32.0,
801,50,1,1,5,3,40.0,60.0,
802,101,1,1,5,5,90.0,38.0,
803,84,1,1,5,4,90.0,52.0,
804,9,1,1,5,2,85.0,75.0,
805,22,1,1,5,1,90.0,83.0,
806,109,1,1,5,3,,66.0,
807,141,1,1,5,22,50.0,48.0,
808,88,1,1,5,3,,62.0,
809,116,1,1,5,5,,23.0,
810,150,1,1,5,3,100.0,69.0,
811,32,1,1,5,2,100.0,75.0,
812,161,1,1,5,5,,3.0,
813,35,1,1,5,22,95.0,48.0,
814,94,1,1,5,4,35.0,51.0,
815,113,1,1,5,5,45.0,24.0,
816,96,1,1,5,5,100.0,25.0,
817,47,1,1,5,7,90.0,43.0,
818,44,1,1,5,3,95.0,60.0,
819,98,1,1,5,5,0.0,28.0,
820,21,1,1,5,4,,50.0,
821,51,1,1,5,1,70.0,82.0,
822,86,1,1,5,5,,30.0,
823,45,1,1,5,2,100.0,71.0,
824,158,1,1,5,5,,3.0,
825,130,1,1,5,5,100.0,25.0,
826,157,1,1,5,5,0.0,5.0,
827,37,1,1,5,4,75.0,54.0,
828,69,1,1,5,4,50.0,58.0,
829,92,1,1,5,7,,40.0,
830,120,1,1,5,3,100.0,61.0,
831,165,1,1,5,5,,3.0,
832,132,1,1,5,3,70.0,63.0,
833,12,1,1,5,2,100.0,75.0,
834,115,1,1,5,4,90.0,58.0,
835,79,1,1,5,3,60.0,63.0,
836,138,1,1,5,7,,42.0,
837,46,1,1,5,22,80.0,46.0,
838,16,1,1,5,4,100.0,51.0,
839,64,1,1,5,5,,23.0,
840,168,1,1,5,5,,2.0,
841,4,1,1,5,22,75.0,49.0,
842,14,1,1,5,4,90.0,50.0,
843,31,1,1,5,2,99.0,72.0,
844,140,1,1,5,5,,0.0,
845,171,1,1,5,5,,0.0,
846,59,1,1,5,5,75.0,19.0,
847,61,1,1,5,1,90.0,83.0,
848,129,1,1,5,5,100.0,24.0,
849,74,1,1,5,4,30.0,54.0,
850,28,1,1,5,5,,2.0,
851,112,1,1,6,4,100.0,52.0,
852,135,1,1,6,5,100.0,38.0,
853,102,1,1,6,5,20.0,2.0,
854,7,1,1,6,22,55.0,46.0,
855,111,1,1,6,22,,45.0,
856,160,1,1,6,5,,5.0,
857,62,1,1,6,22,80.0,48.0,
858,57,1,1,6,22,,47.0,
859,33,1,1,6,22,100.0,49.0,
860,154,1,1,6,5,,1.0,
861,148,1,1,6,5,30.0,24.0,
862,147,1,1,6,5,,25.0,
863,41,1,1,6,5,,15.0,
864,49,1,1,6,5,,26.0,
865,110,1,1,6,5,,22.0,
866,5,1,1,6,1,95.0,86.0,
867,106,1,1,6,5,,33.0,
868,83,1,1,6,5,100.0,30.0,
869,15,1,1,6,4,100.0,59.0,
870,23,1,1,6,1,90.0,83.0,
871,87,1,1,6,7,,41.0,
872,78,1,1,6,5,70.0,39.0,
873,77,1,1,6,4,,50.0,
874,155,1,1,6,5,,0.0,
875,17,1,1,6,5,,5.0,
876,8,1,1,6,22,60.0,46.0,
877,152,1,1,6,5,10.0,11.0,
878,38,1,1,6,22,35.0,45.0,
879,142,1,1,6,2,100.0,71.0,
880,121,1,1,6,5,,25.0,
881,136,1,1,6,4,65.0,56.0,
882,151,1,1,6,5,60.0,10.0,
883,100,1,1,6,5,50.0,10.0,
884,164,1,1,6,5,,0.0,
885,43,1,1,6,7,100.0,43.0,
886,137,1,1,6,5,100.0,37.0,
887,128,1,1,6,5,85.0,30.0,
888,40,1,1,6,5,50.0,34.0,
889,93,1,1,6,5,40.0,33.0,
890,25,1,1,6,7,90.0,40.0,
891,169,1,1,6,5,,0.0,
892,52,1,1,6,3,70.0,62.0,
893,95,1,1,6,9,45.0,,
894,56,1,1,6,3,80.0,60.0,
895,89,1,1,6,5,,9.0,
896,91,1,1,6,2,100.0,72.0,
897,26,1,1,6,5,30.0,18.0,
898,75,1,1,6,4,85.0,55.0,
899,53,1,1,6,5,40.0,37.0,
900,156,1,1,6,7,90.0,42.0,
901,145,1,1,6,5,,17.0,
902,153,1,1,6,5,65.0,26.0,
903,127,1,1,6,5,85.0,23.0,
904,55,1,1,6,5,40.0,22.0,
905,63,1,1,6,22,100.0,46.0,
906,80,1,1,6,3,90.0,67.0,
907,48,1,1,6,22,90.0,48.0,
908,166,1,1,6,5,,0.0,
909,103,1,1,6,2,100.0,74.0,
910,149,1,1,6,3,90.0,60.0,
911,146,1,1,6,5,,22.0,
912,122,1,1,6,3,100.0,64.0,
913,90,1,1,6,2,90.0,73.0,
914,105,1,1,6,5,90.0,36.0,
915,11,1,1,6,5,100.0,33.0,
916,73,1,1,6,5,100.0,11.0,
917,34,1,1,6,7,90.0,44.0,
918,131,1,1,6,1,90.0,82.0,
919,18,1,1,6,5,,0.0,
920,39,1,1,6,2,100.0,70.0,
921,27,1,1,6,5,60.0,24.0,
922,133,1,1,6,5,0.0,10.0,
923,67,1,1,6,2,100.0,70.0,
924,13,1,1,6,2,100.0,76.0,
925,114,1,1,6,3,65.0,68.0,
926,3,1,1,6,9,85.0,,
927,29,1,1,6,4,100.0,59.0,
928,97,1,1,6,7,75.0,44.0,
929,60,1,1,6,3,100.0,65.0,
930,82,1,1,6,2,100.0,73.0,
931,167,1,1,6,5,,0.0,
932,68,1,1,6,7,100.0,44.0,
933,58,1,1,6,5,,20.0,
934,126,1,1,6,4,65.0,53.0,
935,6,1,1,6,9,100.0,,
936,20,1,1,6,5,20.0,34.0,
937,85,1,1,6,5,100.0,21.0,
938,54,1,1,6,7,90.0,41.0,
939,108,1,1,6,4,65.0,57.0,
940,143,1,1,6,5,30.0,13.0,
941,30,1,1,6,5,,17.0,
942,170,1,1,6,5,,0.0,
943,19,1,1,6,1,90.0,83.0,
944,71,1,1,6,5,75.0,30.0,
945,119,1,1,6,4,95.0,50.0,
946,42,1,1,6,3,,62.0,
947,117,1,1,6,1,100.0,82.0,
948,76,1,1,6,4,70.0,53.0,
949,24,1,1,6,7,,40.0,
950,72,1,1,6,3,50.0,66.0,
951,66,1,1,6,22,100.0,46.0,
952,124,1,1,6,2,80.0,72.0,
953,125,1,1,6,2,90.0,75.0,
954,81,1,1,6,5,50.0,25.0,
955,162,1,1,6,5,,7.0,
956,99,1,1,6,3,0.0,60.0,
957,65,1,1,6,4,85.0,58.0,
958,163,1,1,6,5,100.0,11.0,
959,107,1,1,6,4,60.0,53.0,
960,134,1,1,6,5,95.0,27.0,
961,2,1,1,6,7,90.0,41.0,
962,139,1,1,6,5,,33.0,
963,123,1,1,6,5,,18.0,
964,36,1,1,6,4,90.0,56.0,
965,118,1,1,6,3,90.0,64.0,
966,70,1,1,6,1,95.0,85.0,
967,144,1,1,6,4,90.0,58.0,
968,104,1,1,6,2,90.0,72.0,
969,159,1,1,6,5,,5.0,
970,10,1,1,6,5,,32.0,
971,50,1,1,6,3,50.0,60.0,
972,101,1,1,6,5,90.0,38.0,
973,84,1,1,6,4,100.0,52.0,
974,9,1,1,6,2,80.0,75.0,
975,22,1,1,6,1,100.0,83.0,
976,109,1,1,6,3,80.0,66.0,
977,141,1,1,6,22,30.0,48.0,
978,88,1,1,6,3,,62.0,
979,116,1,1,6,5,,23.0,
980,150,1,1,6,3,100.0,69.0,
981,32,1,1,6,2,100.0,75.0,
982,161,1,1,6,5,,3.0,
983,35,1,1,6,22,75.0,48.0,
984,94,1,1,6,4,60.0,51.0,
985,113,1,1,6,5,65.0,24.0,
986,96,1,1,6,5,100.0,25.0,
987,47,1,1,6,7,100.0,43.0,
988,44,1,1,6,3,95.0,60.0,
989,98,1,1,6,5,,28.0,
990,21,1,1,6,4,,50.0,
991,51,1,1,6,1,,82.0,
992,86,1,1,6,5,40.0,30.0,
993,45,1,1,6,2,100.0,71.0,
994,158,1,1,6,5,,3.0,
995,130,1,1,6,5,,25.0,
996,157,1,1,6,5,0.0,5.0,
997,37,1,1,6,4,75.0,54.0,
998,69,1,1,6,4,70.0,58.0,
999,92,1,1,6,7,100.0,40.0,
1000,120,1,1,6,3,90.0,61.0,
1001,165,1,1,6,5,,3.0,
1002,132,1,1,6,3,50.0,63.0,
1003,12,1,1,6,2,50.0,75.0,
1004,115,1,1,6,4,60.0,58.0,
1005,79,1,1,6,3,40.0,63.0,
1006,138,1,1,6,7,90.0,42.0,
1007,46,1,1,6,22,90.0,46.0,
1008,16,1,1,6,4,100.0,51.0,
1009,64,1,1,6,5,20.0,23.0,
1010,168,1,1,6,5,,2.0,
1011,4,1,1,6,22,90.0,49.0,
1012,14,1,1,6,4,100.0,50.0,
1013,31,1,1,6,2,90.0,72.0,
1014,140,1,1,6,5,,0.0,
1015,171,1,1,6,5,,0.0,
1016,59,1,1,6,5,55.0,19.0,
1017,61,1,1,6,1,90.0,83.0,
1018,129,1,1,6,5,50.0,24.0,
1019,74,1,1,6,4,85.0,54.0,
1020,28,1,1,6,5,,2.0,
1021,112,1,1,7,4,50.0,52.0,
1022,135,1,1,7,5,70.0,38.0,
1023,102,1,1,7,5,,2.0,
1024,7,1,1,7,22,80.0,46.0,
1025,111,1,1,7,22,70.0,45.0,
1026,160,1,1,7,5,,5.0,
1027,62,1,1,7,22,70.0,48.0,
1028,57,1,1,7,22,,47.0,
1029,33,1,1,7,22,100.0,49.0,
1030,154,1,1,7,5,50.0,1.0,
1031,148,1,1,7,5,,24.0,
1032,147,1,1,7,5,40.0,25.0,
1033,41,1,1,7,5,60.0,15.0,
1034,49,1,1,7,5,60.0,26.0,
1035,110,1,1,7,5,60.0,22.0,
1036,5,1,1,7,1,90.0,86.0,
1037,106,1,1,7,5,70.0,33.0,
1038,83,1,1,7,5,85.0,30.0,
1039,15,1,1,7,4,70.0,59.0,
1040,23,1,1,7,1,90.0,83.0,
1041,87,1,1,7,7,100.0,41.0,
1042,78,1,1,7,5,70.0,39.0,
1043,77,1,1,7,4,,50.0,
1044,155,1,1,7,5,,0.0,
1045,17,1,1,7,5,,5.0,
1046,8,1,1,7,22,65.0,46.0,
1047,152,1,1,7,5,,11.0,
1048,38,1,1,7,22,75.0,45.0,
1049,142,1,1,7,2,100.0,71.0,
1050,121,1,1,7,5,55.0,25.0,
1051,136,1,1,7,4,75.0,56.0,
1052,151,1,1,7,5,70.0,10.0,
1053,100,1,1,7,5,,10.0,
1054,164,1,1,7,5,,0.0,
1055,43,1,1,7,7,70.0,43.0,
1056,137,1,1,7,5,70.0,37.0,
1057,128,1,1,7,5,75.0,30.0,
1058,40,1,1,7,5,,34.0,
1059,93,1,1,7,5,,33.0,
1060,25,1,1,7,7,95.0,40.0,
1061,169,1,1,7,5,,0.0,
1062,52,1,1,7,3,65.0,62.0,
1063,95,1,1,7,9,,,
1064,56,1,1,7,3,70.0,60.0,
1065,89,1,1,7,5,,9.0,
1066,91,1,1,7,2,90.0,72.0,
1067,26,1,1,7,5,0.0,18.0,
1068,75,1,1,7,4,100.0,55.0,
1069,53,1,1,7,5,,37.0,
1070,156,1,1,7,7,70.0,42.0,
1071,145,1,1,7,5,,17.0,
1072,153,1,1,7,5,,26.0,
1073,127,1,1,7,5,,23.0,
1074,55,1,1,7,5,,22.0,
1075,63,1,1,7,22,80.0,46.0,
1076,80,1,1,7,3,65.0,67.0,
1077,48,1,1,7,22,95.0,48.0,
1078,166,1,1,7,5,,0.0,
1079,103,1,1,7,2,100.0,74.0,
1080,149,1,1,7,3,100.0,60.0,
1081,146,1,1,7,5,,22.0,
1082,122,1,1,7,3,85.0,64.0,
1083,90,1,1,7,2,100.0,73.0,
1084,105,1,1,7,5,25.0,36.0,
1085,11,1,1,7,5,70.0,33.0,
1086,73,1,1,7,5,40.0,11.0,
1087,34,1,1,7,7,100.0,44.0,
1088,131,1,1,7,1,85.0,82.0,
1089,18,1,1,7,5,,0.0,
1090,39,1,1,7,2,85.0,70.0,
1091,27,1,1,7,5,50.0,24.0,
1092,133,1,1,7,5,,10.0,
1093,67,1,1,7,2,70.0,70.0,
1094,13,1,1,7,2,100.0,76.0,
1095,114,1,1,7,3,80.0,68.0,
1096,3,1,1,7,9,,,
1097,29,1,1,7,4,70.0,59.0,
1098,97,1,1,7,7,75.0,44.0,
1099,60,1,1,7,3,100.0,65.0,
1100,82,1,1,7,2,100.0,73.0,
1101,167,1,1,7,5,,0.0,
1102,68,1,1,7,7,100.0,44.0,
1103,58,1,1,7,5,0.0,20.0,
1104,126,1,1,7,4,60.0,53.0,
1105,6,1,1,7,9,70.0,,
1106,20,1,1,7,5,,34.0,
1107,85,1,1,7,5,100.0,21.0,
1108,54,1,1,7,7,100.0,41.0,
1109,108,1,1,7,4,50.0,57.0,
1110,143,1,1,7,5,,13.0,
1111,30,1,1,7,5,,17.0,
1112,170,1,1,7,5,,0.0,
1113,19,1,1,7,1,95.0,83.0,
1114,71,1,1,7,5,60.0,30.0,
1115,119,1,1,7,4,100.0,50.0,
1116,42,1,1,7,3,100.0,62.0,
1117,117,1,1,7,1,100.0,82.0,
1118,76,1,1,7,4,65.0,53.0,
1119,24,1,1,7,7,,40.0,
1120,72,1,1,7,3,40.0,66.0,
1121,66,1,1,7,22,80.0,46.0,
1122,124,1,1,7,2,95.0,72.0,
1123,125,1,1,7,2,100.0,75.0,
1124,81,1,1,7,5,60.0,25.0,
1125,162,1,1,7,5,80.0,7.0,
1126,99,1,1,7,3,75.0,60.0,
1127,65,1,1,7,4,90.0,58.0,
1128,163,1,1,7,5,,11.0,
1129,107,1,1,7,4,65.0,53.0,
1130,134,1,1,7,5,60.0,27.0,
1131,2,1,1,7,7,90.0,41.0,
1132,139,1,1,7,5,50.0,33.0,
1133,123,1,1,7,5,0.0,18.0,
1134,36,1,1,7,4,65.0,56.0,
1135,118,1,1,7,3,90.0,64.0,
1136,70,1,1,7,1,100.0,85.0,
1137,144,1,1,7,4,30.0,58.0,
1138,104,1,1,7,2,75.0,72.0,
1139,159,1,1,7,5,,5.0,
1140,10,1,1,7,5,,32.0,
1141,50,1,1,7,3,,60.0,
1142,101,1,1,7,5,80.0,38.0,
1143,84,1,1,7,4,90.0,52.0,
1144,9,1,1,7,2,80.0,75.0,
1145,22,1,1,7,1,100.0,83.0,
1146,109,1,1,7,3,,66.0,
1147,141,1,1,7,22,50.0,48.0,
1148,88,1,1,7,3,,62.0,
1149,116,1,1,7,5,,23.0,
1150,150,1,1,7,3,100.0,69.0,
1151,32,1,1,7,2,100.0,75.0,
1152,161,1,1,7,5,,3.0,
1153,35,1,1,7,22,100.0,48.0,
1154,94,1,1,7,4,70.0,51.0,
1155,113,1,1,7,5,10.0,24.0,
1156,96,1,1,7,5,70.0,25.0,
1157,47,1,1,7,7,80.0,43.0,
1158,44,1,1,7,3,,60.0,
1159,98,1,1,7,5,,28.0,
1160,21,1,1,7,4,70.0,50.0,
1161,51,1,1,7,1,50.0,82.0,
1162,86,1,1,7,5,70.0,30.0,
1163,45,1,1,7,2,100.0,71.0,
1164,158,1,1,7,5,,3.0,
1165,130,1,1,7,5,,25.0,
1166,157,1,1,7,5,,5.0,
1167,37,1,1,7,4,,54.0,
1168,69,1,1,7,4,100.0,58.0,
1169,92,1,1,7,7,,40.0,
1170,120,1,1,7,3,85.0,61.0,
1171,165,1,1,7,5,,3.0,
1172,132,1,1,7,3,80.0,63.0,
1173,12,1,1,7,2,100.0,75.0,
1174,115,1,1,7,4,70.0,58.0,
1175,79,1,1,7,3,70.0,63.0,
1176,138,1,1,7,7,100.0,42.0,
1177,46,1,1,7,22,70.0,46.0,
1178,16,1,1,7,4,100.0,51.0,
1179,64,1,1,7,5,,23.0,
1180,168,1,1,7,5,,2.0,
1181,4,1,1,7,22,100.0,49.0,
1182,14,1,1,7,4,95.0,50.0,
1183,31,1,1,7,2,95.0,72.0,
1184,140,1,1,7,5,,0.0,
1185,171,1,1,7,5,,0.0,
1186,59,1,1,7,5,,19.0,
1187,61,1,1,7,1,100.0,83.0,
1188,129,1,1,7,5,60.0,24.0,
1189,74,1,1,7,4,85.0,54.0,
1190,28,1,1,7,5,95.0,2.0,
1191,112,1,1,8,4,70.0,52.0,
1192,135,1,1,8,5,100.0,38.0,
1193,102,1,1,8,5,,2.0,
1194,7,1,1,8,22,50.0,46.0,
1195,111,1,1,8,22,70.0,45.0,
1196,160,1,1,8,5,,5.0,
1197,62,1,1,8,22,75.0,48.0,
1198,57,1,1,8,22,,47.0,
1199,33,1,1,8,22,100.0,49.0,
1200,154,1,1,8,5,,1.0,
1201,148,1,1,8,5,,24.0,
1202,147,1,1,8,5,,25.0,
1203,41,1,1,8,5,,15.0,
1204,49,1,1,8,5,100.0,26.0,
1205,110,1,1,8,5,,22.0,
1206,5,1,1,8,1,100.0,86.0,
1207,106,1,1,8,5,50.0,33.0,
1208,83,1,1,8,5,40.0,30.0,
1209,15,1,1,8,4,100.0,59.0,
1210,23,1,1,8,1,90.0,83.0,
1211,87,1,1,8,7,100.0,41.0,
1212,78,1,1,8,5,70.0,39.0,
1213,77,1,1,8,4,100.0,50.0,
1214,155,1,1,8,5,0.0,0.0,
1215,17,1,1,8,5,,5.0,
1216,8,1,1,8,22,65.0,46.0,
1217,152,1,1,8,5,,11.0,
1218,38,1,1,8,22,70.0,45.0,
1219,142,1,1,8,2,85.0,71.0,
1220,121,1,1,8,5,,25.0,
1221,136,1,1,8,4,70.0,56.0,
1222,151,1,1,8,5,70.0,10.0,
1223,100,1,1,8,5,,10.0,
1224,164,1,1,8,5,,0.0,
1225,43,1,1,8,7,70.0,43.0,
1226,137,1,1,8,5,70.0,37.0,
1227,128,1,1,8,5,,30.0,
1228,40,1,1,8,5,80.0,34.0,
1229,93,1,1,8,5,40.0,33.0,
1230,25,1,1,8,7,70.0,40.0,
1231,169,1,1,8,5,,0.0,
1232,52,1,1,8,3,60.0,62.0,
1233,95,1,1,8,9,,,
1234,56,1,1,8,3,75.0,60.0,
1235,89,1,1,8,5,,9.0,
1236,91,1,1,8,2,85.0,72.0,
1237,26,1,1,8,5,40.0,18.0,
1238,75,1,1,8,4,100.0,55.0,
1239,53,1,1,8,5,60.0,37.0,
1240,156,1,1,8,7,90.0,42.0,
1241,145,1,1,8,5,,17.0,
1242,153,1,1,8,5,10.0,26.0,
1243,127,1,1,8,5,,23.0,
1244,55,1,1,8,5,,22.0,
1245,63,1,1,8,22,40.0,46.0,
1246,80,1,1,8,3,70.0,67.0,
1247,48,1,1,8,22,30.0,48.0,
1248,166,1,1,8,5,,0.0,
1249,103,1,1,8,2,100.0,74.0,
1250,149,1,1,8,3,100.0,60.0,
1251,146,1,1,8,5,,22.0,
1252,122,1,1,8,3,100.0,64.0,
1253,90,1,1,8,2,95.0,73.0,
1254,105,1,1,8,5,,36.0,
1255,11,1,1,8,5,100.0,33.0,
1256,73,1,1,8,5,70.0,11.0,
1257,34,1,1,8,7,,44.0,
1258,131,1,1,8,1,80.0,82.0,
1259,18,1,1,8,5,,0.0,
1260,39,1,1,8,2,80.0,70.0,
1261,27,1,1,8,5,40.0,24.0,
1262,133,1,1,8,5,,10.0,
1263,67,1,1,8,2,70.0,70.0,
1264,13,1,1,8,2,100.0,76.0,
1265,114,1,1,8,3,80.0,68.0,
1266,3,1,1,8,9,70.0,,
1267,29,1,1,8,4,70.0,59.0,
1268,97,1,1,8,7,70.0,44.0,
1269,60,1,1,8,3,80.0,65.0,
1270,82,1,1,8,2,95.0,73.0,
1271,167,1,1,8,5,,0.0,
1272,68,1,1,8,7,100.0,44.0,
1273,58,1,1,8,5,10.0,20.0,
1274,126,1,1,8,4,70.0,53.0,
1275,6,1,1,8,9,100.0,,
1276,20,1,1,8,5,,34.0,
1277,85,1,1,8,5,100.0,21.0,
1278,54,1,1,8,7,100.0,41.0,
1279,108,1,1,8,4,40.0,57.0,
1280,143,1,1,8,5,,13.0,
1281,30,1,1,8,5,,17.0,
1282,170,1,1,8,5,,0.0,
1283,19,1,1,8,1,100.0,83.0,
1284,71,1,1,8,5,70.0,30.0,
1285,119,1,1,8,4,40.0,50.0,
1286,42,1,1,8,3,80.0,62.0,
1287,117,1,1,8,1,100.0,82.0,
1288,76,1,1,8,4,60.0,53.0,
1289,24,1,1,8,7,,40.0,
1290,72,1,1,8,3,60.0,66.0,
1291,66,1,1,8,22,60.0,46.0,
1292,124,1,1,8,2,70.0,72.0,
1293,125,1,1,8,2,90.0,75.0,
1294,81,1,1,8,5,40.0,25.0,
1295,162,1,1,8,5,,7.0,
1296,99,1,1,8,3,,60.0,
1297,65,1,1,8,4,90.0,58.0,
1298,163,1,1,8,5,,11.0,
1299,107,1,1,8,4,80.0,53.0,
1300,134,1,1,8,5,70.0,27.0,
1301,2,1,1,8,7,80.0,41.0,
1302,139,1,1,8,5,30.0,33.0,
1303,123,1,1,8,5,,18.0,
1304,36,1,1,8,4,60.0,56.0,
1305,118,1,1,8,3,70.0,64.0,
1306,70,1,1,8,1,95.0,85.0,
1307,144,1,1,8,4,95.0,58.0,
1308,104,1,1,8,2,90.0,72.0,
1309,159,1,1,8,5,,5.0,
1310,10,1,1,8,5,60.0,32.0,
1311,50,1,1,8,3,,60.0,
1312,101,1,1,8,5,90.0,38.0,
1313,84,1,1,8,4,80.0,52.0,
1314,9,1,1,8,2,0.0,75.0,
1315,22,1,1,8,1,100.0,83.0,
1316,109,1,1,8,3,,66.0,
1317,141,1,1,8,22,50.0,48.0,
1318,88,1,1,8,3,,62.0,
1319,116,1,1,8,5,,23.0,
1320,150,1,1,8,3,100.0,69.0,
1321,32,1,1,8,2,100.0,75.0,
1322,161,1,1,8,5,,3.0,
1323,35,1,1,8,22,90.0,48.0,
1324,94,1,1,8,4,55.0,51.0,
1325,113,1,1,8,5,10.0,24.0,
1326,96,1,1,8,5,70.0,25.0,
1327,47,1,1,8,7,70.0,43.0,
1328,44,1,1,8,3,80.0,60.0,
1329,98,1,1,8,5,,28.0,
1330,21,1,1,8,4,,50.0,
1331,51,1,1,8,1,100.0,82.0,
1332,86,1,1,8,5,20.0,30.0,
1333,45,1,1,8,2,70.0,71.0,
1334,158,1,1,8,5,,3.0,
1335,130,1,1,8,5,,25.0,
1336,157,1,1,8,5,,5.0,
1337,37,1,1,8,4,65.0,54.0,
1338,69,1,1,8,4,60.0,58.0,
1339,92,1,1,8,7,,40.0,
1340,120,1,1,8,3,100.0,61.0,
1341,165,1,1,8,5,,3.0,
1342,132,1,1,8,3,100.0,63.0,
1343,12,1,1,8,2,80.0,75.0,
1344,115,1,1,8,4,100.0,58.0,
1345,79,1,1,8,3,100.0,63.0,
1346,138,1,1,8,7,,42.0,
1347,46,1,1,8,22,80.0,46.0,
1348,16,1,1,8,4,80.0,51.0,
1349,64,1,1,8,5,80.0,23.0,
1350,168,1,1,8,5,,2.0,
1351,4,1,1,8,22,100.0,49.0,
1352,14,1,1,8,4,80.0,50.0,
1353,31,1,1,8,2,95.0,72.0,
1354,140,1,1,8,5,,0.0,
1355,171,1,1,8,5,,0.0,
